id_achat,id_client,date_achat,montant,produit
172,20,2025-05-18,385.87,Tablet
173,20,2025-06-04,965.36,Headphones
174,20,2025-03-12,33.52,Printer
175,20,2025-10-14,486.33,Smartwatch
176,20,2025-11-25,1908.99,Smartwatch
177,20,2025-10-18,1173.27,Laptop
178,20,2025-11-06,537.88,Camera
179,20,2025-09-06,1391.68,Laptop
180,20,2025-11-04,1342.22,Monitor
181,21,2026-01-11,1014.99,Smartwatch
182,21,2025-01-23,1386.77,Smartwatch
183,21,2025-09-07,747.74,Headphones
184,21,2025-11-19,453.87,Tablet
185,21,2025-04-15,966.8,Monitor
186,21,2025-06-12,1500.51,Camera
187,21,2025-01-22,843.37,Monitor
188,21,2025-07-12,1519.55,Headphones
189,21,2025-11-27,1528.48,Smartphone
190,22,2025-03-27,1060.5,Camera
191,22,2025-12-02,174.64,Smartphone
192,22,2026-01-08,142.28,Headphones
193,22,2025-06-15,1153.95,Tablet
194,22,2026-01-16,345.78,Monitor
195,22,2025-07-02,250.16,Headphones
196,22,2025-04-24,1439.5,Monitor
197,22,2025-06-27,200.06,Monitor
198,22,2025-10-17,1621.21,Monitor
199,22,2025-09-14,281.25,Printer
200,22,2025-07-25,924.46,Laptop
201,23,2025-05-21,630.18,Laptop
202,23,2026-01-17,803.98,Laptop
203,23,2025-03-27,1496.69,Smartphone
204,23,2025-05-22,109.67,Camera
205,23,2025-12-03,1406.76,Laptop
206,23,2025-10-27,1870.47,Smartphone
207,23,2025-07-04,1972.55,Monitor
208,24,2025-02-22,82.84,Printer
209,24,2025-11-27,376.36,Tablet
210,24,2025-10-24,1536.34,Printer
211,24,2025-04-24,761.43,Printer
212,24,2025-10-31,908.1,Printer
213,24,2025-06-23,763.78,Tablet
214,24,2025-01-27,1314.0,Camera
215,24,2025-08-04,254.89,Printer
216,25,2025-02-21,460.93,Laptop
217,25,2026-01-09,1517.24,Smartwatch
218,25,2025-11-17,936.75,Printer
219,25,2025-03-03,1073.23,Headphones
220,25,2025-10-05,510.07,Camera
221,25,2025-03-05,327.14,Headphones
222,26,2025-05-25,1876.07,Smartphone
223,26,2025-07-02,83.79,Printer
224,26,2025-08-08,1237.55,Laptop
225,26,2025-12-27,496.52,Smartphone
226,26,2026-01-06,219.78,Laptop
227,26,2026-01-08,903.95,Laptop
228,26,2025-03-25,504.57,Laptop
229,26,2025-11-14,816.49,Headphones
230,26,2025-12-08,1088.72,Laptop
231,27,2025-07-23,483.64,Camera
232,27,2025-03-10,1163.4,Camera
233,27,2025-09-24,489.07,Tablet
234,27,2025-10-28,1971.68,Headphones
235,27,2025-03-31,838.85,Smartwatch
236,27,2025-10-17,140.7,Tablet
237,27,2025-07-29,1259.47,Printer
238,27,2025-10-30,1120.58,Laptop
239,27,2025-08-12,1945.13,Printer
240,27,2025-07-31,1575.89,Camera
241,27,2025-02-04,1398.69,Printer
242,27,2025-08-01,315.45,Printer
243,27,2025-08-03,384.08,Monitor
244,27,2025-09-28,497.12,Headphones
245,28,2026-01-17,615.46,Tablet
246,28,2025-03-20,1615.44,Laptop
247,28,2025-03-17,1133.52,Printer
248,28,2025-09-24,1123.43,Tablet
249,28,2025-09-07,789.07,Smartwatch
250,28,2025-11-28,422.61,Smartphone
251,28,2025-04-10,1846.01,Camera
252,28,2025-12-24,203.08,Headphones
253,28,2025-10-07,122.04,Printer
254,28,2025-08-03,1353.87,Laptop
255,28,2026-01-02,1749.77,Headphones
256,28,2025-06-22,1613.21,Headphones
257,28,2025-04-02,969.2,Camera
258,28,2025-02-04,620.31,Laptop
259,29,2026-01-07,1488.12,Monitor
260,29,2025-06-13,1830.59,Headphones
261,29,2025-06-09,805.33,Headphones
262,29,2025-07-27,1113.12,Smartwatch
263,29,2025-06-21,773.71,Camera
264,29,2025-07-11,630.68,Camera
265,29,2025-05-15,1035.38,Monitor
266,29,2025-10-09,942.69,Monitor
267,29,2025-05-07,1528.03,Camera
268,29,2025-02-14,1830.37,Camera
269,30,2025-10-04,639.59,Laptop
270,30,2025-09-19,1133.8,Headphones
271,30,2025-04-04,1487.68,Laptop
272,30,2025-10-13,536.33,Printer
273,30,2025-08-23,604.48,Headphones
274,30,2025-02-11,673.13,Printer
275,30,2025-10-21,1148.18,Headphones
276,30,2025-03-10,1008.62,Camera
277,30,2025-07-13,529.51,Monitor
278,30,2025-03-17,1933.69,Monitor
279,30,2026-01-08,932.44,Camera
280,31,2026-01-10,986.87,Laptop
281,31,2026-01-11,1057.41,Smartphone
282,31,2025-06-10,1891.47,Laptop
283,31,2025-03-17,1533.39,Printer
284,31,2025-06-20,292.23,Headphones
285,31,2025-08-22,154.58,Tablet
286,31,2025-04-18,38.1,Monitor
287,31,2025-05-26,758.94,Monitor
288,31,2025-04-10,1325.38,Laptop
289,31,2025-12-31,33.09,Printer
290,31,2025-03-10,43.46,Smartwatch
291,32,2025-06-13,1080.76,Smartwatch
292,32,2025-10-10,53.94,Printer
293,32,2025-08-20,1616.21,Tablet
294,32,2025-09-21,231.89,Smartphone
295,32,2025-04-03,1058.28,Headphones
296,32,2025-03-11,400.03,Smartwatch
297,32,2025-04-28,1634.12,Smartwatch
298,32,2025-05-17,1593.97,Smartphone
299,32,2025-09-08,758.64,Printer
300,32,2025-07-27,928.82,Headphones
301,32,2025-07-28,1980.66,Headphones
302,32,2025-10-27,613.95,Smartphone
303,33,2025-08-25,1523.98,Smartphone
304,33,2025-04-12,822.45,Printer
305,33,2025-06-27,1114.35,Laptop
306,33,2025-11-14,1280.76,Tablet
307,33,2025-08-04,183.72,Printer
308,33,2025-08-29,1296.92,Camera
309,33,2025-03-15,1140.4,Smartphone
310,34,2025-12-06,1791.69,Laptop
311,34,2025-10-21,474.94,Monitor
312,34,2025-10-08,556.77,Smartphone
313,34,2025-12-04,1375.17,Smartwatch
314,34,2025-12-31,1800.64,Laptop
315,34,2025-02-01,375.12,Camera
316,35,2025-11-20,305.5,Printer
317,35,2025-04-21,1859.17,Smartwatch
318,35,2025-09-04,341.65,Headphones
319,35,2025-06-22,1142.06,Printer
320,35,2025-03-20,1360.53,Camera
321,35,2025-10-04,780.02,Tablet
322,35,2025-11-30,1585.19,Smartphone
323,35,2025-07-15,1011.57,Camera
324,35,2025-05-04,126.32,Printer
325,35,2025-07-28,479.65,Smartphone
326,35,2025-02-19,694.37,Printer
327,36,2025-10-12,1938.46,Camera
328,36,2026-01-04,78.66,Smartwatch
329,36,2025-11-30,1571.43,Monitor
330,36,2025-04-16,991.39,Camera
331,36,2025-11-25,1115.01,Printer
332,36,2025-07-17,875.06,Printer
333,36,2025-10-01,189.67,Smartwatch
334,36,2025-06-25,1600.15,Smartphone
335,36,2025-02-07,182.44,Tablet
336,36,2025-02-25,772.4,Tablet
337,37,2025-10-26,230.97,Laptop
338,37,2025-11-22,1887.06,Monitor
339,37,2025-10-13,732.64,Smartwatch
340,37,2025-12-15,222.42,Smartphone
341,37,2025-09-09,391.04,Monitor
342,37,2025-05-18,1122.83,Printer
343,37,2025-09-19,224.52,Smartphone
344,37,2025-04-19,720.75,Smartphone
345,37,2025-05-28,1201.91,Camera
346,38,2025-01-22,1730.16,Laptop
347,38,2025-10-05,597.86,Printer
348,38,2025-07-14,1562.75,Headphones
349,38,2025-08-20,1152.48,Tablet
350,38,2025-04-09,1376.93,Tablet
351,38,2025-06-25,294.9,Smartwatch
352,38,2025-04-25,551.45,Tablet
353,38,2026-01-18,145.27,Printer
354,39,2025-11-16,1569.68,Camera
355,39,2025-07-15,518.37,Headphones
356,39,2025-08-28,1447.38,Monitor
357,39,2025-08-13,1195.74,Headphones
358,39,2025-08-28,926.57,Tablet
359,39,2025-12-02,623.22,Printer
360,39,2025-09-19,677.79,Printer
361,39,2025-02-02,1612.07,Camera
362,39,2025-02-26,891.64,Printer
363,40,2025-11-20,1634.64,Tablet
364,40,2025-09-10,614.86,Headphones
365,40,2025-02-23,968.44,Tablet
366,40,2025-02-21,1929.86,Camera
367,40,2026-01-06,597.07,Monitor
368,40,2025-04-15,1936.17,Headphones
369,40,2025-08-18,665.25,Smartwatch
370,40,2025-10-04,1636.66,Printer
371,40,2025-08-26,742.73,Headphones
372,40,2025-11-12,1192.61,Tablet
373,40,2025-10-07,1369.79,Laptop
374,41,2025-02-01,1422.57,Monitor
375,41,2025-09-11,1599.42,Smartphone
376,41,2025-06-28,1641.55,Printer
377,41,2025-07-05,1352.5,Tablet
378,41,2025-11-30,1274.01,Headphones
379,41,2025-01-31,520.31,Tablet
380,41,2025-06-12,1436.17,Printer
381,41,2025-11-08,166.45,Monitor
382,41,2025-10-17,1172.84,Printer
383,41,2025-06-25,1096.42,Camera
384,41,2025-12-16,1409.24,Smartphone
385,41,2025-04-07,236.55,Headphones
386,42,2025-03-25,1322.05,Camera
387,42,2025-09-05,349.35,Laptop
388,42,2025-05-18,1135.18,Printer
389,42,2025-05-04,1934.29,Camera
390,42,2025-06-17,1932.12,Printer
391,42,2025-01-28,229.77,Smartphone
392,42,2025-07-04,532.3,Headphones
393,42,2025-12-10,902.64,Printer
394,42,2025-05-29,936.87,Tablet
395,43,2025-09-24,227.01,Printer
396,43,2025-05-26,1842.68,Smartphone
397,43,2026-01-06,249.82,Tablet
398,43,2025-04-29,709.69,Camera
399,43,2025-10-31,921.56,Headphones
400,43,2025-05-16,1051.81,Camera
401,43,2025-09-30,962.8,Monitor
402,43,2025-09-07,1449.55,Monitor
403,43,2025-10-26,651.44,Smartwatch
404,44,2025-03-17,108.47,Smartphone
405,44,2025-08-10,64.72,Camera
406,44,2025-11-30,1302.98,Tablet
407,44,2025-09-12,1861.25,Headphones
408,44,2025-10-16,1041.67,Tablet
409,44,2025-10-20,675.36,Printer
410,44,2025-10-30,1917.76,Headphones
411,44,2025-03-21,1599.56,Tablet
412,44,2025-07-19,389.05,Printer
413,44,2025-02-19,803.25,Headphones
414,45,2025-05-26,28.81,Headphones
415,45,2025-08-02,427.45,Smartphone
416,45,2025-11-08,1163.15,Tablet
417,45,2026-01-06,744.27,Headphones
418,45,2025-05-13,925.95,Smartwatch
419,45,2025-05-09,1347.99,Monitor
420,45,2025-12-18,1064.88,Camera
421,46,2025-02-20,1202.0,Printer
422,46,2025-06-15,1182.27,Camera
423,46,2025-09-02,716.93,Monitor
424,46,2025-09-09,1242.38,Smartwatch
425,46,2025-10-21,1838.99,Smartphone
426,46,2025-04-01,1350.78,Camera
427,46,2025-11-27,253.37,Smartwatch
428,46,2025-07-14,251.56,Camera
429,46,2025-05-21,1393.0,Printer
430,46,2025-06-27,848.11,Tablet
431,47,2025-05-30,983.61,Tablet
432,47,2025-03-17,1118.73,Monitor
433,47,2025-03-20,591.89,Tablet
434,47,2025-01-23,642.87,Monitor
435,47,2025-03-28,1246.43,Camera
436,47,2025-05-11,1904.65,Monitor
437,47,2025-07-22,290.34,Printer
438,47,2025-09-10,1928.38,Monitor
439,48,2025-05-06,830.09,Monitor
440,48,2025-08-10,842.95,Monitor
441,48,2025-03-24,987.63,Smartphone
442,48,2025-09-01,1139.49,Headphones
443,48,2025-02-14,598.34,Smartwatch
444,48,2025-02-21,465.19,Smartwatch
445,48,2025-10-05,353.05,Monitor
446,48,2025-12-18,1139.99,Monitor
447,48,2025-09-17,1108.46,Smartphone
448,49,2025-11-25,1095.35,Camera
449,49,2025-03-12,1093.25,Laptop
450,49,2025-05-22,1524.81,Monitor
451,49,2025-05-27,1101.78,Printer
452,49,2025-03-07,222.78,Headphones
453,49,2025-06-07,609.46,Laptop
454,49,2025-11-23,910.47,Camera
455,49,2025-10-14,1727.16,Smartphone
456,50,2025-12-04,889.36,Smartphone
457,50,2025-11-06,1555.75,Headphones
458,50,2025-08-30,435.56,Camera
459,50,2026-01-08,1724.88,Printer
460,50,2025-05-16,348.64,Tablet
461,50,2025-04-10,1574.0,Headphones
462,50,2025-11-16,1614.77,Camera
463,50,2025-04-18,1073.92,Tablet
464,50,2025-03-15,660.83,Smartwatch
465,51,2026-01-16,1718.87,Smartphone
466,51,2025-01-27,288.47,Printer
467,51,2025-04-10,1839.16,Smartwatch
468,51,2025-09-29,1736.75,Tablet
469,51,2025-04-08,1408.82,Tablet
470,51,2025-12-04,514.36,Camera
471,51,2025-06-28,1660.39,Printer
472,51,2025-11-11,989.13,Smartwatch
473,51,2025-03-12,1263.07,Printer
474,52,2025-05-06,914.94,Smartphone
475,52,2026-01-06,817.64,Smartwatch
476,52,2025-11-27,1395.51,Camera
477,52,2025-07-13,920.3,Monitor
478,52,2025-06-27,668.03,Laptop
479,52,2025-08-09,1740.44,Smartphone
480,52,2026-01-18,1467.25,Monitor
481,52,2025-03-29,1276.98,Camera
482,52,2025-03-27,1703.21,Printer
483,52,2025-07-26,451.3,Printer
484,52,2025-06-13,1653.2,Monitor
485,53,2025-08-16,688.76,Tablet
486,53,2025-12-14,1140.96,Monitor
487,53,2025-06-08,1580.84,Laptop
488,53,2025-04-23,110.97,Monitor
489,53,2025-11-05,52.24,Tablet
490,53,2025-05-31,893.75,Laptop
491,53,2025-11-07,1983.84,Printer
492,53,2025-06-24,420.59,Tablet
493,53,2025-05-31,1766.65,Smartwatch
494,54,2025-12-22,334.78,Smartwatch
495,54,2025-04-13,204.81,Camera
496,54,2025-08-03,515.77,Camera
497,54,2025-02-15,1335.73,Tablet
498,54,2025-09-28,122.54,Smartwatch
499,54,2025-05-15,1457.46,Headphones
500,54,2025-11-16,869.88,Smartphone
501,54,2025-10-02,1413.32,Laptop
502,54,2025-11-05,442.57,Smartphone
503,54,2025-08-17,282.75,Headphones
504,54,2025-02-22,1048.5,Monitor
505,54,2025-12-19,38.39,Camera
506,54,2026-01-13,1637.88,Printer
507,55,2025-10-04,473.31,Smartphone
508,55,2025-08-01,1466.91,Smartphone
509,55,2025-02-25,224.34,Camera
510,55,2025-11-16,1764.36,Tablet
511,55,2025-04-11,777.79,Tablet
512,55,2025-05-25,1290.32,Tablet
513,55,2025-10-01,155.45,Laptop
514,55,2026-01-10,1228.43,Tablet
515,55,2025-11-14,891.4,Headphones
516,56,2025-04-09,1263.6,Tablet
517,56,2025-04-26,1841.39,Monitor
518,56,2025-11-20,1722.73,Smartphone
519,56,2025-07-05,1795.25,Tablet
520,56,2025-06-27,1509.84,Printer
521,56,2025-08-22,716.04,Printer
522,56,2025-02-10,642.72,Tablet
523,57,2026-01-17,511.37,Smartwatch
524,57,2025-01-26,1562.36,Laptop
525,57,2025-07-01,1698.83,Smartwatch
526,57,2025-09-13,426.78,Headphones
527,57,2025-12-11,1500.73,Smartwatch
528,57,2025-07-11,1299.42,Headphones
529,57,2025-10-03,999.88,Smartphone
530,57,2025-02-10,497.34,Smartphone
531,57,2025-05-27,1066.01,Laptop
532,57,2026-01-02,1974.03,Camera
533,58,2025-04-29,281.33,Printer
534,58,2025-04-20,743.52,Tablet
535,58,2025-12-12,1530.2,Smartphone
536,58,2025-01-28,53.05,Smartphone
537,58,2025-08-24,47.31,Headphones
538,58,2025-06-24,98.86,Laptop
539,58,2025-10-24,1898.39,Printer
540,58,2025-03-07,1023.09,Printer
541,58,2025-06-12,858.68,Printer
542,58,2025-09-17,183.21,Tablet
543,58,2025-05-11,569.39,Smartwatch
544,58,2025-09-30,176.46,Headphones
545,59,2025-05-09,666.97,Smartphone
546,59,2025-04-13,634.14,Printer
547,59,2025-11-06,1465.32,Headphones
548,59,2025-07-22,134.65,Smartphone
549,59,2025-06-16,1850.76,Smartphone
550,59,2025-10-25,917.68,Laptop
551,59,2026-01-11,632.39,Tablet
552,59,2025-08-20,256.5,Tablet
553,59,2025-11-29,1408.97,Tablet
554,59,2026-01-08,1002.9,Camera
555,59,2025-02-06,1055.55,Smartwatch
556,60,2025-10-21,350.59,Tablet
557,60,2025-08-21,1504.56,Smartwatch
558,60,2025-10-28,1471.21,Smartphone
559,60,2025-02-12,1547.43,Laptop
560,60,2025-02-10,683.32,Printer
561,60,2025-06-18,558.52,Smartphone
562,60,2025-03-18,540.64,Smartphone
563,60,2025-03-30,1002.37,Camera
564,60,2026-01-11,129.77,Tablet
565,61,2025-10-28,223.75,Smartphone
566,61,2026-01-15,472.24,Laptop
567,61,2025-11-19,107.2,Laptop
568,61,2025-01-28,504.21,Monitor
569,61,2025-12-23,740.67,Tablet
570,61,2025-10-11,374.34,Laptop
571,61,2025-05-19,1114.67,Printer
572,61,2025-02-21,464.54,Headphones
573,62,2025-06-14,844.19,Camera
574,62,2025-10-01,557.09,Smartphone
575,62,2025-09-25,1151.64,Smartphone
576,62,2025-11-08,1014.04,Laptop
577,62,2025-06-06,375.1,Laptop
578,62,2025-07-10,1909.08,Smartphone
579,62,2025-11-24,1756.44,Smartwatch
580,62,2025-03-25,1551.58,Smartwatch
581,62,2025-05-11,668.06,Monitor
582,62,2025-03-23,35.78,Headphones
583,62,2025-06-24,597.36,Smartwatch
584,63,2025-04-20,749.18,Monitor
585,63,2025-02-20,1995.62,Headphones
586,63,2025-04-23,1470.28,Headphones
587,63,2025-04-01,318.12,Printer
588,63,2025-05-26,67.34,Camera
589,63,2025-09-11,1279.16,Laptop
590,63,2025-02-16,1902.96,Laptop
591,63,2025-07-02,1522.68,Printer
592,63,2025-02-21,1701.03,Smartwatch
593,64,2025-04-22,225.82,Headphones
594,64,2025-12-05,851.24,Laptop
595,64,2025-02-09,1945.67,Tablet
596,64,2025-08-09,1429.07,Smartphone
597,64,2025-09-24,106.92,Headphones
598,64,2025-02-21,1796.63,Printer
599,64,2025-01-18,1407.68,Camera
600,64,2026-01-13,927.75,Smartphone
601,65,2025-01-22,1281.69,Printer
602,65,2025-05-17,168.16,Laptop
603,65,2025-05-10,881.27,Tablet
604,65,2025-11-06,488.81,Smartwatch
605,65,2025-08-13,1704.81,Printer
606,65,2025-06-04,1407.44,Camera
607,65,2025-02-12,649.75,Smartwatch
608,66,2025-03-22,482.55,Headphones
609,66,2025-09-07,289.5,Smartphone
610,66,2025-07-19,327.71,Tablet
611,66,2025-08-01,910.14,Camera
612,66,2026-01-10,824.89,Camera
613,66,2025-02-22,1929.98,Headphones
614,66,2025-09-25,914.8,Monitor
615,66,2025-03-15,544.72,Smartphone
616,67,2025-06-03,622.35,Laptop
617,67,2025-03-23,445.74,Camera
618,67,2025-06-28,313.68,Headphones
619,67,2025-11-23,1937.43,Printer
620,67,2025-10-27,1036.65,Smartwatch
621,67,2025-07-22,535.13,Tablet
622,67,2025-11-12,81.54,Printer
623,67,2025-06-29,1712.11,Headphones
624,67,2025-09-02,207.56,Smartphone
625,67,2025-12-26,1611.72,Tablet
626,67,2025-12-09,260.48,Laptop
627,67,2025-11-04,1664.14,Headphones
628,67,2025-03-03,278.82,Printer
629,68,2025-12-25,757.03,Smartphone
630,68,2025-12-26,1173.0,Smartwatch
631,68,2025-02-26,1836.51,Smartphone
632,68,2025-09-24,63.16,Smartphone
633,68,2025-08-21,411.55,Monitor
634,68,2025-03-20,1622.41,Smartphone
635,68,2025-02-23,1812.05,Camera
636,68,2025-03-29,262.6,Monitor
637,68,2025-03-15,120.26,Printer
638,68,2025-08-30,1646.94,Printer
639,68,2025-05-21,1002.33,Printer
640,69,2025-07-03,445.14,Tablet
641,69,2025-09-16,564.46,Monitor
642,69,2025-11-18,1769.18,Laptop
643,69,2025-10-31,1235.93,Headphones
644,69,2025-12-29,1301.61,Monitor
645,69,2025-09-19,835.74,Monitor
646,69,2025-02-10,140.74,Smartwatch
647,69,2025-04-18,778.37,Printer
648,69,2025-03-10,414.93,Headphones
649,70,2026-01-04,1268.89,Laptop
650,70,2025-07-16,1979.02,Camera
651,70,2025-11-04,969.78,Monitor
652,70,2025-02-02,701.19,Camera
653,70,2025-02-08,788.99,Tablet
654,70,2026-01-12,71.6,Headphones
655,70,2025-07-12,78.02,Smartwatch
656,70,2025-11-22,136.01,Monitor
657,71,2025-09-16,1999.22,Tablet
658,71,2025-10-21,218.27,Headphones
659,71,2025-08-22,547.72,Laptop
660,71,2025-11-24,1532.82,Headphones
661,71,2025-02-20,1159.87,Printer
662,71,2025-09-14,722.51,Tablet
663,72,2025-12-17,368.68,Camera
664,72,2025-08-12,1616.3,Camera
665,72,2025-10-02,1829.68,Laptop
666,72,2025-07-27,1412.84,Camera
667,72,2025-10-22,1896.17,Tablet
668,72,2025-09-10,1134.96,Headphones
669,72,2025-05-01,1676.66,Monitor
670,72,2025-03-08,1093.41,Tablet
671,72,2025-10-24,991.06,Smartphone
672,73,2025-05-05,59.46,Monitor
673,73,2025-09-04,21.35,Headphones
674,73,2025-06-14,1616.76,Camera
675,73,2025-06-05,1439.54,Camera
676,73,2025-07-16,137.92,Tablet
677,73,2025-07-16,1181.49,Tablet
678,73,2025-05-15,1553.25,Camera
679,73,2025-07-14,1921.91,Camera
